Name,Math,Science,English,History,Art
Student1930,68,50,95,77,58
Student1931,75,74,84,79,100
Student1932,86,91,75,58,59
Student1933,78,69,96,66,67
Student1934,56,63,90,96,91
Student1935,69,59,100,58,63
Student1936,68,63,84,76,68
Student1937,52,55,83,64,91
Student1938,52,91,94,61,71
Student1939,58,74,53,97,78
Student1940,63,67,76,72,90
Student1941,90,84,84,94,53
Student1942,76,94,77,60,92
Student1943,88,85,52,69,88
Student1944,65,81,99,77,54
Student1945,62,89,80,52,68
Student1946,68,97,81,85,76
Student1947,72,56,93,88,51
Student1948,89,90,54,100,89
Student1949,82,84,67,94,67
Student1950,79,81,68,69,60
Student1951,83,64,94,95,83
Student1952,82,83,55,88,59
Student1953,53,85,79,86,95
Student1954,72,92,56,87,76
Student1955,50,81,94,86,70
Student1956,52,81,78,88,69
Student1957,72,70,96,69,58
Student1958,77,60,61,51,58
Student1959,80,90,91,93,90
Student1960,98,68,63,89,54
Student1961,65,86,87,100,81
Student1962,97,50,99,87,98
Student1963,75,57,76,66,61
Student1964,54,52,93,98,99
Student1965,55,73,79,63,78
Student1966,84,70,54,79,51
Student1967,84,78,99,57,86
Student1968,94,75,94,60,78
Student1969,95,71,87,92,79
Student1970,89,71,62,85,71
Student1971,51,50,95,88,77
Student1972,95,67,58,60,73
Student1973,80,71,61,94,80
Student1974,53,99,87,91,51
Student1975,60,76,56,73,90
Student1976,92,73,88,87,69
Student1977,85,54,61,69,90
Student1978,58,54,78,85,68
Student1979,58,56,60,83,98
Student1980,63,70,63,71,64
Student1981,88,95,50,100,76
Student1982,50,54,69,59,78
Student1983,74,89,86,61,55
Student1984,99,85,73,100,58
Student1985,61,73,69,61,68
Student1986,90,51,52,72,85
Student1987,95,80,62,67,97
Student1988,68,74,75,67,90
Student1989,58,64,57,85,54
Student1990,53,88,92,80,95
Student1991,72,59,74,87,77
Student1992,63,53,89,97,69
Student1993,74,85,62,88,94
Student1994,87,53,57,99,87
Student1995,74,53,84,50,76
Student1996,62,87,87,69,90
Student1997,82,87,86,97,70
Student1998,91,50,88,70,88
Student1999,57,78,86,98,83
Student2000,90,95,52,87,86
Student2001,54,83,67,72,56
Student2002,94,59,87,76,77
Student2003,81,82,73,63,92
Student2004,69,84,55,72,53
Student2005,90,88,73,57,85
Student2006,70,95,99,63,55
Student2007,79,83,60,52,56
Student2008,94,90,66,82,68
Student2009,57,63,100,54,78
Student2010,70,97,54,78,54
Student2011,61,84,56,95,97
Student2012,77,94,60,67,65
Student2013,56,63,88,58,83
Student2014,80,65,62,98,64
Student2015,64,59,80,77,74
Student2016,80,52,86,87,87
Student2017,57,83,50,60,54
Student2018,79,98,58,99,73
Student2019,50,89,50,55,71
Student2020,64,63,94,72,80
Student2021,96,87,58,100,59
Student2022,53,82,82,90,73
Student2023,68,56,58,71,88
Student2024,95,68,75,53,82
Student2025,98,95,78,79,100
Student2026,51,77,89,92,91
Student2027,53,65,87,97,86
Student2028,79,60,71,73,82
Student2029,86,88,93,85,58
Student2030,94,61,73,68,82
Student2031,68,79,62,100,84
Student2032,87,89,90,64,58
Student2033,61,60,65,75,69
Student2034,99,92,72,84,50
Student2035,64,53,85,66,67
Student2036,53,72,53,100,64
Student2037,61,74,91,97,68
Student2038,58,54,57,72,51
Student2039,100,72,51,77,72
Student2040,87,70,100,51,57
Student2041,77,68,51,83,74
Student2042,55,71,81,58,90
Student2043,62,81,53,76,55
Student2044,81,92,71,82,74
Student2045,52,66,93,85,98
Student2046,52,76,99,97,69
Student2047,66,68,61,54,59
Student2048,50,86,50,76,86
Student2049,85,62,73,82,92
Student2050,99,80,69,88,83
Student2051,52,67,72,68,69
Student2052,96,96,97,66,63
Student2053,98,92,83,86,87
Student2054,60,53,68,72,87
Student2055,64,76,74,52,71
Student2056,69,58,81,63,90
Student2057,90,82,90,92,75
Student2058,98,56,90,51,60
Student2059,53,50,69,65,96
Student2060,91,50,88,71,78
Student2061,61,81,92,96,89
Student2062,90,50,92,51,65
Student2063,69,54,99,89,80
Student2064,98,66,99,60,100
Student2065,85,84,77,53,65
Student2066,72,64,69,79,87
Student2067,59,66,89,71,99
Student2068,91,69,73,53,86
Student2069,99,80,96,88,88
Student2070,84,89,64,85,97
Student2071,60,74,62,68,61
Student2072,73,85,89,55,75
Student2073,80,95,85,69,93
Student2074,85,56,61,91,73
Student2075,94,73,96,79,77
Student2076,86,79,88,83,90
Student2077,93,90,91,84,100
Student2078,61,62,96,61,74
Student2079,74,65,90,87,81
Student2080,85,90,53,97,58
Student2081,82,76,94,98,84
Student2082,84,57,79,79,51
Student2083,95,83,90,64,98
Student2084,92,52,84,51,57
Student2085,99,84,58,90,75
Student2086,98,84,52,70,80
Student2087,68,70,88,76,55
Student2088,65,80,59,90,51
Student2089,72,53,92,84,65
Student2090,90,83,58,60,93
Student2091,96,97,59,79,64
Student2092,64,78,99,72,99
Student2093,74,54,90,97,63
Student2094,73,98,64,80,85
Student2095,50,94,78,69,76
Student2096,70,98,54,66,64
Student2097,68,78,81,70,61
Student2098,68,75,60,70,75
Student2099,59,82,55,79,78
Student2100,63,71,81,73,62
Student2101,68,86,63,68,79
Student2102,97,77,77,70,79
Student2103,91,65,90,60,50
Student2104,59,85,57,80,59
Student2105,94,72,51,94,73
Student2106,97,61,75,100,79
Student2107,98,57,72,95,88
Student2108,54,70,77,92,61
Student2109,80,58,85,95,66
Student2110,78,52,81,80,78
Student2111,60,70,68,90,72
Student2112,53,55,60,91,63
Student2113,63,52,50,92,98
Student2114,94,96,88,61,55
Student2115,52,97,68,52,66
Student2116,86,74,87,63,70
Student2117,91,56,83,95,60
Student2118,86,97,62,99,50
Student2119,100,74,58,58,71
Student2120,66,82,51,89,80
Student2121,54,61,52,91,60
Student2122,84,55,65,80,71
Student2123,62,66,77,75,72
Student2124,81,50,65,82,58
Student2125,92,94,57,61,80
Student2126,83,55,52,51,66
Student2127,53,95,91,75,96
Student2128,58,53,97,91,68
Student2129,93,81,63,64,64
Student2130,74,72,66,76,91
Student2131,52,81,65,60,65
Student2132,58,59,68,66,92
Student2133,74,63,90,53,85
Student2134,73,95,79,76,98
Student2135,70,100,91,90,75
Student2136,84,61,74,66,61
Student2137,50,87,94,61,52
Student2138,80,82,55,61,57
Student2139,97,99,76,76,87
Student2140,81,75,65,85,84
Student2141,61,62,81,76,75
Student2142,96,93,80,73,91
Student2143,93,76,79,94,90
Student2144,72,62,77,65,87
Student2145,71,66,99,92,99
Student2146,69,81,61,87,85
Student2147,67,62,96,57,62
Student2148,62,70,74,78,97
Student2149,85,89,69,73,81
Student2150,66,98,73,51,69
Student2151,69,86,53,100,70
Student2152,98,91,54,84,82
Student2153,86,65,95,51,61
Student2154,50,95,70,67,82
Student2155,50,58,82,50,84
Student2156,67,81,62,79,54
Student2157,94,83,85,69,55
Student2158,50,56,51,89,95
Student2159,68,99,70,66,88
Student2160,71,95,94,74,91
Student2161,52,92,84,56,100
Student2162,66,74,52,59,50
Student2163,93,82,62,57,83
Student2164,50,55,55,86,99
Student2165,83,99,71,93,90
Student2166,75,89,82,63,75
Student2167,96,67,59,50,86
Student2168,90,52,75,98,99
Student2169,84,50,73,64,78
Student2170,61,58,66,79,86
Student2171,82,79,57,68,77
Student2172,60,73,52,95,60
Student2173,98,88,94,97,93
Student2174,56,100,64,76,74
Student2175,54,69,86,62,67
Student2176,69,58,63,70,54
Student2177,61,52,96,84,89
Student2178,65,80,51,96,81
Student2179,78,100,57,83,67
Student2180,68,54,70,93,65
Student2181,82,96,70,61,67
Student2182,85,89,56,89,52
Student2183,66,51,50,77,57
Student2184,58,71,62,92,92
Student2185,77,54,100,80,50
Student2186,69,62,94,83,68
Student2187,95,94,92,51,97
Student2188,92,76,73,99,59
Student2189,55,62,71,81,80
Student2190,56,53,92,83,75
Student2191,62,79,54,91,89
Student2192,57,91,79,73,82
Student2193,56,79,81,68,66
Student2194,52,50,70,52,52
Student2195,64,59,77,58,88
Student2196,56,69,79,94,67
Student2197,78,88,94,85,67
Student2198,94,88,79,80,52
Student2199,75,68,86,76,98
Student2200,68,96,66,59,55
Student2201,82,85,84,77,63
Student2202,85,71,58,75,82
Student2203,55,65,95,95,58
Student2204,79,70,63,67,86
Student2205,57,56,67,71,56
Student2206,57,90,98,88,52
Student2207,73,92,93,96,52
Student2208,74,86,58,53,72
Student2209,64,90,93,85,56
Student2210,94,61,87,52,89
Student2211,92,81,66,69,73
Student2212,72,95,56,74,58
Student2213,55,52,84,61,91
Student2214,93,75,60,85,77
Student2215,52,69,64,75,80
Student2216,62,78,100,97,82
Student2217,97,64,82,55,67
Student2218,57,93,96,74,100
Student2219,65,56,51,83,51
Student2220,53,90,62,92,63
Student2221,95,75,96,100,87
Student2222,67,89,83,98,97
Student2223,72,69,96,67,75
Student2224,56,99,52,85,77
Student2225,90,74,95,66,70
Student2226,56,59,54,73,66
Student2227,62,91,72,87,75
Student2228,85,85,81,56,58
Student2229,84,68,83,89,55
Student2230,61,84,85,85,77
Student2231,69,55,67,50,100
Student2232,73,65,57,90,79
Student2233,64,53,85,93,62
Student2234,75,74,60,80,78
Student2235,56,86,100,84,86
Student2236,82,83,66,58,91
Student2237,51,77,90,65,80
Student2238,75,100,84,86,75
Student2239,71,71,98,87,52
Student2240,86,78,71,57,64
Student2241,82,55,67,75,57
Student2242,80,61,63,89,99
Student2243,93,52,68,59,100
Student2244,51,54,67,82,80
Student2245,98,92,50,77,70
Student2246,74,84,88,93,88
Student2247,94,93,86,78,98
Student2248,61,85,56,79,77
Student2249,69,67,55,89,67
Student2250,56,93,92,96,93
Student2251,61,91,85,54,91
Student2252,100,86,94,72,52
Student2253,62,78,77,87,87
Student2254,53,55,62,91,98
Student2255,71,73,87,81,72
Student2256,78,84,63,73,74
Student2257,83,97,74,99,63
Student2258,63,53,70,85,74
Student2259,52,97,100,93,93
Student2260,94,88,98,68,52
Student2261,72,97,66,73,58
Student2262,79,81,81,63,77
Student2263,87,77,59,61,55
Student2264,99,97,75,56,90
Student2265,51,61,85,100,61
Student2266,98,57,78,85,65
Student2267,75,84,54,85,54
Student2268,77,97,78,64,70
Student2269,53,56,88,99,93
Student2270,75,78,91,82,64
Student2271,50,66,80,58,55
Student2272,58,55,71,88,69
Student2273,52,82,88,95,56
Student2274,68,65,74,97,71
Student2275,94,53,66,58,61
Student2276,99,72,75,97,52
Student2277,54,53,95,64,74
Student2278,60,78,52,84,79
Student2279,80,51,83,76,82
Student2280,61,86,90,54,83
Student2281,90,98,63,90,70
Student2282,58,71,62,67,87
Student2283,90,84,94,63,68
Student2284,72,78,72,59,57
Student2285,57,92,52,71,97
Student2286,62,74,75,63,58
Student2287,73,57,85,68,75
Student2288,67,76,75,86,53
Student2289,57,51,63,84,81
Student2290,51,99,51,72,87
Student2291,60,98,67,52,100
Student2292,79,78,98,85,95
Student2293,53,61,64,57,83
Student2294,64,95,95,69,65
Student2295,80,80,96,81,78
Student2296,87,57,85,65,70
Student2297,56,76,78,58,62
Student2298,86,100,69,73,56
Student2299,63,76,96,70,83
Student2300,76,89,90,55,69
Student2301,90,89,86,97,98
Student2302,98,51,86,55,99
Student2303,76,50,52,73,53
Student2304,100,77,96,92,54
Student2305,56,94,70,93,84
Student2306,54,92,60,85,77
Student2307,56,54,83,87,100
Student2308,85,57,50,84,95
Student2309,62,56,78,61,94
Student2310,86,50,83,54,90
Student2311,51,96,72,86,84
Student2312,70,71,91,93,65
Student2313,76,53,63,63,53
Student2314,66,95,87,99,57
Student2315,77,74,83,76,96
Student2316,78,51,55,65,73
Student2317,88,53,53,96,89
Student2318,72,82,91,93,54
Student2319,56,65,79,78,97
Student2320,73,68,60,53,58
Student2321,82,79,50,64,79
Student2322,65,75,92,100,78
Student2323,98,63,89,81,60
Student2324,73,64,72,84,74
Student2325,79,95,57,64,51
Student2326,71,54,62,56,90
Student2327,59,67,61,55,89
Student2328,51,69,57,96,58
Student2329,96,90,68,65,82
Student2330,79,82,76,77,58
Student2331,91,54,97,51,76
Student2332,55,56,58,65,71
Student2333,54,99,71,61,86
Student2334,95,60,86,64,92
Student2335,59,80,56,94,81
Student2336,71,100,59,92,51
Student2337,71,88,80,81,75
Student2338,80,55,75,85,74
Student2339,52,60,58,62,56
Student2340,83,92,61,71,65
Student2341,81,58,77,93,50
Student2342,64,88,97,94,100
Student2343,97,79,98,78,55
Student2344,60,67,59,98,75
Student2345,74,50,79,67,92
Student2346,63,70,50,100,95
Student2347,92,92,66,55,58
Student2348,66,87,57,75,56
Student2349,51,73,61,78,64
Student2350,53,63,75,61,54
Student2351,59,72,72,58,80
Student2352,85,90,61,55,62
Student2353,52,60,52,66,88
Student2354,80,100,77,84,51
Student2355,74,84,70,89,55
Student2356,81,96,54,66,79
Student2357,63,92,93,87,98
Student2358,82,78,53,55,67
Student2359,65,94,61,51,50
Student2360,66,84,67,67,92
Student2361,95,70,81,90,58
Student2362,92,51,70,77,76
Student2363,62,94,82,59,96
Student2364,93,79,76,52,61
Student2365,87,60,82,85,57
Student2366,61,50,65,90,52
Student2367,58,81,56,72,79
Student2368,61,60,59,73,66
Student2369,99,50,54,94,53
Student2370,72,92,55,95,75
Student2371,93,81,74,76,80
Student2372,93,89,64,90,53
Student2373,71,86,83,89,98
Student2374,76,60,97,99,87
Student2375,60,58,65,75,51
Student2376,76,98,98,73,59
Student2377,53,70,86,88,69
Student2378,59,75,92,83,94
Student2379,80,70,95,63,85
Student2380,50,50,53,80,64
Student2381,53,55,53,52,62
Student2382,65,77,55,65,68
Student2383,99,62,65,83,63
Student2384,83,77,59,75,64
Student2385,83,74,70,67,71
Student2386,82,60,94,66,61
Student2387,95,89,56,67,72
Student2388,63,52,54,61,69
Student2389,52,64,77,54,51
Student2390,64,68,91,98,88
Student2391,58,81,71,52,73
Student2392,98,73,67,70,73
Student2393,50,76,96,52,89
Student2394,70,79,92,71,53
Student2395,79,69,72,55,88
Student2396,64,97,92,85,82
Student2397,50,95,85,58,91
Student2398,90,82,91,62,55
Student2399,62,79,84,63,80
Student2400,74,100,58,92,61
Student2401,72,55,58,62,86
Student2402,74,57,61,53,74
Student2403,61,67,77,94,62
Student2404,98,68,94,50,80
Student2405,74,53,95,82,76
Student2406,88,56,92,99,66
Student2407,57,55,55,90,72
Student2408,56,90,61,87,69
Student2409,79,96,100,86,70
Student2410,75,94,95,68,60
Student2411,87,84,59,65,57
Student2412,82,79,80,92,78
Student2413,82,77,78,61,63
Student2414,70,72,59,85,85
Student2415,53,77,77,77,71
Student2416,98,80,75,95,85
Student2417,82,94,73,80,92
Student2418,85,61,74,97,67
Student2419,93,68,94,86,67
Student2420,62,80,93,67,55
Student2421,72,82,99,88,58
Student2422,69,63,69,90,78
Student2423,87,61,86,50,92
Student2424,56,52,72,55,85
Student2425,66,62,89,99,50
Student2426,89,80,53,81,80
Student2427,95,93,88,94,60
Student2428,100,86,61,56,98
Student2429,82,62,96,57,59
Student2430,65,62,76,58,61
Student2431,66,67,98,70,81
Student2432,82,73,100,69,87
Student2433,89,50,83,75,96
Student2434,91,94,56,55,53
Student2435,80,78,80,80,69
Student2436,63,71,50,98,96
Student2437,98,58,70,92,76
Student2438,60,90,68,53,86
Student2439,92,76,53,86,64
Student2440,78,54,68,87,99
Student2441,60,69,75,90,53
Student2442,87,99,63,78,99
Student2443,62,54,63,90,76
Student2444,75,50,55,97,80
Student2445,92,65,79,67,91
Student2446,99,79,72,73,73
Student2447,87,86,76,54,61
Student2448,50,78,73,78,56
Student2449,76,77,85,98,53
Student2450,88,74,84,62,81
Student2451,75,62,74,95,54
Student2452,84,100,85,92,73
Student2453,51,52,67,59,84
Student2454,87,57,57,99,89
Student2455,82,58,55,63,96
Student2456,74,76,72,90,86
Student2457,95,72,61,58,63
Student2458,84,58,81,75,80
Student2459,91,78,84,85,60
Student2460,86,57,84,57,93
Student2461,94,65,73,91,72
Student2462,68,81,70,74,87
Student2463,63,50,50,93,95
Student2464,68,76,61,53,85
Student2465,91,89,81,100,84
Student2466,86,59,93,52,86
Student2467,64,58,83,89,55
Student2468,64,85,87,50,65
Student2469,93,66,74,65,50
Student2470,65,62,95,98,60
Student2471,92,94,98,63,86
Student2472,52,84,81,61,56
Student2473,59,92,52,84,76
Student2474,59,81,77,89,93
Student2475,61,57,88,69,74
Student2476,82,73,71,95,76
Student2477,94,80,92,89,90
Student2478,60,96,74,72,85
Student2479,95,89,56,96,74
Student2480,70,70,76,82,81
Student2481,54,82,50,80,86
Student2482,100,64,61,57,95
Student2483,54,76,68,55,93
Student2484,64,81,54,97,64
Student2485,83,76,69,72,58
Student2486,59,64,79,54,57
Student2487,88,70,55,83,81
Student2488,80,70,73,62,99
Student2489,63,75,97,78,58
Student2490,52,68,67,76,79
Student2491,67,70,58,87,95
Student2492,60,61,52,97,62
Student2493,64,85,81,89,86
Student2494,50,93,83,96,95
Student2495,75,69,70,94,62
Student2496,93,52,55,56,57
Student2497,59,65,94,91,86
Student2498,62,92,71,88,59
Student2499,58,95,69,90,95
Student2500,93,97,50,81,80
Student2501,91,53,60,83,52
Student2502,92,53,65,99,58
Student2503,97,51,52,70,100
Student2504,59,92,70,55,76
Student2505,75,52,52,53,81
Student2506,53,59,100,88,73
Student2507,94,60,87,91,74
Student2508,52,88,86,53,51
Student2509,88,67,60,91,63
Student2510,54,82,60,95,90
Student2511,82,98,77,92,84
Student2512,74,58,69,73,98
Student2513,53,76,78,63,81
Student2514,85,60,91,74,59
Student2515,60,61,100,74,70
Student2516,91,61,68,66,69
Student2517,75,59,98,56,63
Student2518,79,62,99,85,62
Student2519,83,55,97,66,93
Student2520,73,56,73,75,95
Student2521,78,56,81,81,56
Student2522,53,88,88,55,52
Student2523,55,69,61,100,70
Student2524,70,86,66,84,53
Student2525,65,95,68,96,63
Student2526,99,51,66,56,53
Student2527,96,91,72,67,52
Student2528,71,96,78,79,68
Student2529,84,53,73,50,81
Student2530,88,63,86,50,82
Student2531,79,65,55,57,73
Student2532,81,97,90,65,89
Student2533,69,53,97,97,97
Student2534,64,96,90,78,72
Student2535,78,58,100,98,52
Student2536,58,81,72,90,62
Student2537,68,81,50,59,58
Student2538,98,62,87,52,73
Student2539,98,51,88,94,65
Student2540,98,79,50,80,95
Student2541,76,56,68,88,72
Student2542,60,64,86,76,57
Student2543,73,83,69,93,64
Student2544,96,70,99,75,85
Student2545,92,86,50,70,70
Student2546,100,96,68,63,98
Student2547,57,95,96,86,81
Student2548,55,85,60,99,64
Student2549,74,72,99,60,55
Student2550,65,81,52,67,91
Student2551,98,73,85,67,57
Student2552,76,60,56,60,50
Student2553,88,50,90,85,64
Student2554,67,87,95,74,50
Student2555,93,93,69,91,77
Student2556,62,99,58,72,67
Student2557,50,97,96,79,80
Student2558,65,89,95,87,90
Student2559,80,85,58,94,58
Student2560,86,54,95,61,74
Student2561,76,67,82,69,97
Student2562,78,53,77,93,78
Student2563,85,64,66,100,57
Student2564,100,57,79,67,54
Student2565,83,60,87,71,55
Student2566,84,93,52,84,68
Student2567,51,78,50,71,88
Student2568,50,98,99,93,57
Student2569,76,74,84,91,54
Student2570,61,60,81,63,55
Student2571,53,88,64,63,55
Student2572,66,70,59,91,81
Student2573,58,74,100,96,57
Student2574,76,68,93,63,77
Student2575,73,64,69,92,86
Student2576,58,87,84,64,59
Student2577,66,60,52,62,77
Student2578,96,52,73,87,95
Student2579,100,79,94,88,67
Student2580,100,59,66,93,79
Student2581,54,100,94,85,80
Student2582,90,68,93,56,97
Student2583,83,85,83,74,73
Student2584,73,97,87,89,84
Student2585,73,87,68,65,77
Student2586,62,70,75,67,92
Student2587,91,80,91,89,91
Student2588,62,93,78,95,51
Student2589,81,96,88,75,55
Student2590,100,70,88,69,98
Student2591,80,59,75,99,94
Student2592,57,57,66,64,87
Student2593,85,54,92,56,89
Student2594,64,60,88,92,63
Student2595,89,59,69,51,63
Student2596,86,69,82,87,63
Student2597,59,88,61,79,72
Student2598,50,51,82,68,71
Student2599,91,84,59,67,82
Student2600,81,74,77,61,65
Student2601,71,82,57,64,79
Student2602,89,97,70,95,81
Student2603,83,91,92,89,83
Student2604,67,89,68,58,95
Student2605,56,94,68,80,83
Student2606,77,61,94,98,88
Student2607,60,82,86,63,97
Student2608,68,63,87,59,87
Student2609,82,73,55,52,52
Student2610,76,57,75,81,62
Student2611,86,52,85,61,73
Student2612,65,56,72,63,79
Student2613,95,52,84,56,92
Student2614,94,76,83,66,88
Student2615,94,50,93,61,73
Student2616,95,80,74,53,50
Student2617,54,65,60,81,80
Student2618,77,90,65,69,100
Student2619,70,68,64,56,69
Student2620,68,63,66,87,70
Student2621,83,51,72,72,64
Student2622,53,66,100,96,83
Student2623,60,71,75,63,89
Student2624,56,54,67,94,93
Student2625,51,80,64,96,64
Student2626,69,64,66,96,76
Student2627,89,99,56,89,87
Student2628,87,99,69,51,56
Student2629,51,53,83,94,99
Student2630,66,97,89,84,70
Student2631,53,65,66,81,62
Student2632,72,69,57,75,69
Student2633,97,69,80,80,62
Student2634,99,50,60,79,62
Student2635,57,72,72,87,78
Student2636,74,58,72,100,52
Student2637,81,76,93,80,52
Student2638,91,52,100,86,56
Student2639,69,93,73,95,58
Student2640,85,80,65,97,92
Student2641,65,55,93,78,88
Student2642,96,70,84,52,74
Student2643,71,81,90,64,73
Student2644,71,83,82,87,64
Student2645,82,94,78,52,96
Student2646,96,66,88,86,53
Student2647,98,91,92,62,80
Student2648,50,71,58,50,73
Student2649,97,96,94,89,69
Student2650,53,100,82,68,74
Student2651,50,94,83,57,80
Student2652,94,92,51,95,70
Student2653,84,100,57,78,75
Student2654,62,91,100,74,67
Student2655,54,96,71,84,89
Student2656,86,61,63,71,58
Student2657,74,79,99,82,64
Student2658,88,83,92,83,93
Student2659,91,78,85,99,96
Student2660,97,71,66,92,77
Student2661,85,64,82,86,76
Student2662,66,70,98,95,83
Student2663,55,90,94,71,63
Student2664,90,90,59,100,50
Student2665,95,64,92,94,65
Student2666,61,70,50,81,71
Student2667,78,84,60,85,78
Student2668,93,99,81,91,58
Student2669,99,74,63,92,94
Student2670,64,51,90,76,98
Student2671,59,76,51,95,62
Student2672,81,81,74,97,69
Student2673,69,70,64,80,51
Student2674,52,57,55,67,55
Student2675,93,78,63,76,99
Student2676,100,91,86,64,72
Student2677,64,66,61,94,87
Student2678,69,89,88,95,100
Student2679,65,100,70,76,84
Student2680,71,91,55,57,77
Student2681,84,87,85,62,57
Student2682,83,66,51,94,80
Student2683,96,65,92,68,93
Student2684,52,81,81,99,57
Student2685,56,81,89,66,93
Student2686,51,97,87,54,92
Student2687,85,81,50,67,66
Student2688,66,76,88,52,97
Student2689,94,89,62,73,68
Student2690,98,73,73,71,54
Student2691,57,95,64,93,53
Student2692,83,50,86,73,90
Student2693,50,82,86,52,84
Student2694,75,61,63,66,76
Student2695,75,67,96,90,61
Student2696,61,56,57,78,63
Student2697,91,59,90,95,64
Student2698,93,73,72,51,92
Student2699,73,71,83,88,81
Student2700,72,93,77,73,67
Student2701,80,98,51,66,93
Student2702,91,75,52,95,80
Student2703,53,62,68,85,71
Student2704,98,53,81,75,70
Student2705,100,85,83,69,94
Student2706,85,52,59,57,72
Student2707,55,75,50,76,51
Student2708,99,58,95,67,50
Student2709,83,97,62,66,50
Student2710,53,60,64,80,69
Student2711,88,87,86,62,79
Student2712,65,92,90,69,57
Student2713,95,80,68,75,68
Student2714,62,99,54,81,76
Student2715,59,91,87,58,52
Student2716,77,78,70,74,80
Student2717,54,95,86,80,80
Student2718,84,58,86,64,73
Student2719,61,54,67,74,90
Student2720,56,97,96,88,76
Student2721,82,99,74,66,66
Student2722,61,81,99,73,95
Student2723,72,84,100,97,69
Student2724,63,69,96,72,76
Student2725,60,50,95,100,100
Student2726,63,81,54,53,80
Student2727,66,90,65,74,58
Student2728,84,58,51,83,52
Student2729,74,61,87,57,92
Student2730,65,80,74,57,66
Student2731,72,98,57,63,75
Student2732,54,52,90,89,83
Student2733,99,100,96,62,87
Student2734,51,97,62,58,54
Student2735,80,63,68,99,88
Student2736,79,71,62,92,85
Student2737,91,82,68,54,76
Student2738,96,57,63,100,59
Student2739,78,98,82,54,72
Student2740,71,78,95,75,80
Student2741,79,53,89,86,64
Student2742,86,52,50,86,61
Student2743,79,58,90,95,61
Student2744,59,96,64,94,71
Student2745,66,94,79,66,68
Student2746,75,77,76,92,71
Student2747,84,93,96,79,95
Student2748,50,71,53,79,88
Student2749,92,89,98,62,65
Student2750,82,89,90,93,70
Student2751,72,92,92,66,79
Student2752,75,92,90,86,86
Student2753,90,93,90,73,66
Student2754,88,62,52,67,97
Student2755,72,84,85,57,74
Student2756,74,96,60,50,77
Student2757,65,89,59,68,54
Student2758,79,67,87,95,89
Student2759,61,89,92,55,50
Student2760,71,100,71,74,66
Student2761,57,76,81,61,71
Student2762,95,74,58,88,63
Student2763,82,88,73,96,66
Student2764,80,84,66,63,100
Student2765,100,94,88,98,50
Student2766,91,53,96,52,61
Student2767,73,92,55,55,84
Student2768,70,92,86,77,56
Student2769,67,85,58,68,99
Student2770,81,54,73,59,55
Student2771,68,79,89,86,51
Student2772,51,81,95,74,63
Student2773,74,50,62,67,54
Student2774,61,79,69,71,72
Student2775,80,96,84,95,64
Student2776,92,64,82,69,68
Student2777,64,76,73,55,60
Student2778,79,100,86,54,94
Student2779,65,74,71,80,63
Student2780,73,75,92,90,88
Student2781,80,58,63,87,84
Student2782,53,53,56,98,71
Student2783,58,90,76,90,64
Student2784,66,50,78,60,79
Student2785,62,69,75,84,88
Student2786,80,93,77,98,60
Student2787,92,81,89,77,58
Student2788,55,93,87,62,89
Student2789,91,58,54,97,84
Student2790,66,99,63,64,58
Student2791,93,50,81,94,81
Student2792,59,60,61,67,83
Student2793,97,85,59,100,91
Student2794,61,86,75,90,88
Student2795,78,92,68,63,55
Student2796,76,74,89,84,95
Student2797,99,82,57,72,63
Student2798,55,66,87,68,52
Student2799,71,77,62,59,67
Student2800,68,83,91,72,63
Student2801,83,94,75,62,77
Student2802,95,96,77,74,89
Student2803,96,81,99,99,87
Student2804,56,51,79,73,75
Student2805,59,93,59,80,69
Student2806,51,64,100,98,99
Student2807,87,87,94,94,60
Student2808,69,51,92,86,50
Student2809,81,95,88,68,98
Student2810,74,88,81,96,97
Student2811,69,77,60,96,94
Student2812,75,60,87,51,92
Student2813,59,65,83,67,72
Student2814,93,94,55,88,76
Student2815,84,85,64,56,75
Student2816,61,74,64,55,82
Student2817,55,57,78,51,63
Student2818,92,99,96,88,57
Student2819,65,99,66,100,63
Student2820,85,64,74,73,72
Student2821,68,64,50,87,82
Student2822,63,64,57,77,55
Student2823,70,55,90,84,58
Student2824,93,71,54,56,65
Student2825,98,80,65,58,85
Student2826,75,100,98,56,89
Student2827,100,71,99,70,87
Student2828,63,75,77,54,61
Student2829,89,92,51,68,77
Student2830,53,68,61,73,71
Student2831,73,96,63,73,51
Student2832,54,96,55,58,79
Student2833,62,58,98,93,67
Student2834,92,80,81,97,56
Student2835,77,71,51,95,97
Student2836,58,57,57,55,89
Student2837,67,67,99,90,79
Student2838,97,74,80,50,73
Student2839,53,91,88,78,86
Student2840,51,97,52,56,52
Student2841,96,89,99,94,88
Student2842,59,91,90,82,88
Student2843,61,60,84,99,63
Student2844,60,81,96,89,88
Student2845,86,60,70,90,62
Student2846,61,70,77,84,59
Student2847,94,93,97,66,63
Student2848,75,85,90,63,83
Student2849,82,66,85,98,72
Student2850,94,80,99,60,76
Student2851,59,89,51,63,51
Student2852,56,60,59,56,78
Student2853,52,50,73,77,80
Student2854,83,67,92,92,71
Student2855,51,63,86,89,61
Student2856,54,56,90,84,73
Student2857,68,65,100,96,97
Student2858,58,64,52,55,96
Student2859,76,54,60,91,67
Student2860,80,100,66,93,100
Student2861,100,86,89,56,62
